clip	duration[ms]
common_voice_ru_41973243.mp3	2916
common_voice_ru_42506903.mp3	5868
common_voice_ru_42227296.mp3	4536
common_voice_ru_42555793.mp3	3996
common_voice_ru_42000626.mp3	5220
common_voice_ru_42032517.mp3	7740
common_voice_ru_41976995.mp3	2016
common_voice_ru_42429085.mp3	3528
common_voice_ru_42032236.mp3	4752
common_voice_ru_41982158.mp3	7632
common_voice_ru_42032587.mp3	5760
common_voice_ru_42005520.mp3	3528
common_voice_ru_42032143.mp3	5472
common_voice_ru_42000556.mp3	3780
common_voice_ru_42308956.mp3	2196
common_voice_ru_41981267.mp3	8100
common_voice_ru_42429105.mp3	2916
common_voice_ru_42520877.mp3	2448
common_voice_ru_41973406.mp3	2628
common_voice_ru_42552064.mp3	2988
common_voice_ru_42474986.mp3	7236
common_voice_ru_41915134.mp3	5616
common_voice_ru_42227416.mp3	4680
common_voice_ru_41982120.mp3	2988
common_voice_ru_42552073.mp3	2988
common_voice_ru_42210127.mp3	5580
common_voice_ru_41996967.mp3	4536
common_voice_ru_41986404.mp3	4788
common_voice_ru_41982060.mp3	6660
common_voice_ru_42579693.mp3	6156
common_voice_ru_42431358.mp3	4788
common_voice_ru_42550186.mp3	7488
common_voice_ru_41981243.mp3	5256
common_voice_ru_41973134.mp3	3960
common_voice_ru_42558917.mp3	4428
common_voice_ru_42000607.mp3	3456
common_voice_ru_42506939.mp3	7920
common_voice_ru_42497776.mp3	8928
common_voice_ru_42631564.mp3	3780
common_voice_ru_42003529.mp3	6876
common_voice_ru_41973147.mp3	7632
common_voice_ru_42479826.mp3	5508
common_voice_ru_42032123.mp3	8388
common_voice_ru_42558827.mp3	3780
common_voice_ru_42550217.mp3	6120
common_voice_ru_42522933.mp3	5976
common_voice_ru_42416461.mp3	6408
common_voice_ru_41982153.mp3	3744
common_voice_ru_42544355.mp3	6156
common_voice_ru_41973475.mp3	5652
common_voice_ru_42031998.mp3	7128
common_voice_ru_41973148.mp3	4284
common_voice_ru_41982098.mp3	2988
common_voice_ru_42327717.mp3	2988
common_voice_ru_42328177.mp3	5688
common_voice_ru_42522944.mp3	3888
common_voice_ru_41977121.mp3	6444
common_voice_ru_42497838.mp3	3816
common_voice_ru_42479278.mp3	3600
common_voice_ru_41982093.mp3	7452
common_voice_ru_42003505.mp3	4140
common_voice_ru_41982059.mp3	2952
common_voice_ru_42479687.mp3	7740
common_voice_ru_42479307.mp3	5616
common_voice_ru_42452393.mp3	6408
common_voice_ru_42459999.mp3	5436
common_voice_ru_42323801.mp3	4788
common_voice_ru_42032574.mp3	2088
common_voice_ru_42000538.mp3	4212
common_voice_ru_42197560.mp3	7056
common_voice_ru_41976894.mp3	4428
common_voice_ru_42550318.mp3	5688
common_voice_ru_42544248.mp3	8028
common_voice_ru_42005528.mp3	3456
common_voice_ru_41973160.mp3	4356
common_voice_ru_42552065.mp3	3096
common_voice_ru_42198483.mp3	3888
common_voice_ru_42631565.mp3	6300
common_voice_ru_42634940.mp3	5400
common_voice_ru_42452391.mp3	4896
common_voice_ru_42631582.mp3	5436
common_voice_ru_41910952.mp3	6804
common_voice_ru_41976982.mp3	3636
common_voice_ru_42520840.mp3	6408
common_voice_ru_42309072.mp3	4716
common_voice_ru_42327273.mp3	5796
common_voice_ru_41982126.mp3	7164
common_voice_ru_42465063.mp3	2376
common_voice_ru_42467583.mp3	7308
common_voice_ru_42550234.mp3	8640
common_voice_ru_42631607.mp3	3168
common_voice_ru_42031917.mp3	6012
common_voice_ru_41973262.mp3	4896
common_voice_ru_42479776.mp3	7056
common_voice_ru_41982165.mp3	3096
common_voice_ru_42623257.mp3	3240
common_voice_ru_42522952.mp3	7236
common_voice_ru_42513800.mp3	2880
common_voice_ru_42479292.mp3	3060
common_voice_ru_42327878.mp3	4788
common_voice_ru_42197608.mp3	6048
common_voice_ru_42110686.mp3	8928
common_voice_ru_42612326.mp3	6660
common_voice_ru_42550350.mp3	8856
common_voice_ru_42558848.mp3	6948
common_voice_ru_42227295.mp3	3600
common_voice_ru_42003506.mp3	7020
common_voice_ru_42552076.mp3	7776
common_voice_ru_42672012.mp3	2376
common_voice_ru_41910963.mp3	3996
common_voice_ru_42550237.mp3	7596
common_voice_ru_42308738.mp3	4500
common_voice_ru_42479778.mp3	9216
common_voice_ru_42550210.mp3	6948
common_voice_ru_41991359.mp3	2700
common_voice_ru_41973159.mp3	5400
common_voice_ru_42479350.mp3	4716
common_voice_ru_42483391.mp3	6300
common_voice_ru_41973171.mp3	4068
common_voice_ru_41973168.mp3	5004
common_voice_ru_42532380.mp3	4068
common_voice_ru_42197550.mp3	6948
common_voice_ru_42497778.mp3	3348
common_voice_ru_42550349.mp3	5508
common_voice_ru_42032248.mp3	4536
common_voice_ru_42000577.mp3	2700
common_voice_ru_41973322.mp3	6444
common_voice_ru_42479607.mp3	4356
common_voice_ru_42634937.mp3	4068
common_voice_ru_42330692.mp3	2880
common_voice_ru_42628202.mp3	4068
common_voice_ru_41973312.mp3	6516
common_voice_ru_42000591.mp3	2448
common_voice_ru_41973962.mp3	6624
common_voice_ru_42198430.mp3	7668
common_voice_ru_42000584.mp3	2196
common_voice_ru_42550286.mp3	12708
common_voice_ru_42032093.mp3	5868
common_voice_ru_42452379.mp3	7200
common_voice_ru_41991252.mp3	6228
common_voice_ru_41973516.mp3	6480
common_voice_ru_42558651.mp3	4248
common_voice_ru_42227415.mp3	3420
common_voice_ru_42327784.mp3	2916
common_voice_ru_42631608.mp3	5508
common_voice_ru_42000399.mp3	5436
common_voice_ru_42550220.mp3	3780
common_voice_ru_42618638.mp3	4320
common_voice_ru_42479689.mp3	6480
common_voice_ru_41973274.mp3	5832
common_voice_ru_42308737.mp3	7416
common_voice_ru_42032573.mp3	4176
common_voice_ru_42031884.mp3	3816
common_voice_ru_41970116.mp3	7704
common_voice_ru_41996950.mp3	4500
common_voice_ru_42032599.mp3	2592
common_voice_ru_41910932.mp3	7524
common_voice_ru_41982811.mp3	3132
common_voice_ru_42325333.mp3	3456
common_voice_ru_41976994.mp3	6264
common_voice_ru_42031927.mp3	2700
common_voice_ru_42558815.mp3	3276
common_voice_ru_42495946.mp3	3564
common_voice_ru_41977078.mp3	4248
common_voice_ru_42000583.mp3	2304
common_voice_ru_42198392.mp3	6300
common_voice_ru_42550303.mp3	4068
common_voice_ru_42544286.mp3	6228
common_voice_ru_42032072.mp3	3096
common_voice_ru_42634910.mp3	3636
common_voice_ru_42479294.mp3	4500
common_voice_ru_42474991.mp3	1656
common_voice_ru_42429119.mp3	4536
common_voice_ru_42227358.mp3	3636
common_voice_ru_41977092.mp3	5040
common_voice_ru_41973452.mp3	4788
common_voice_ru_42604923.mp3	5976
common_voice_ru_42479464.mp3	3348
common_voice_ru_42002789.mp3	3816
common_voice_ru_41982074.mp3	3996
common_voice_ru_42327492.mp3	5148
common_voice_ru_41981266.mp3	4140
common_voice_ru_42479291.mp3	2988
common_voice_ru_42625396.mp3	3276
common_voice_ru_41915182.mp3	7128
common_voice_ru_42032566.mp3	6588
common_voice_ru_42685548.mp3	6228
common_voice_ru_42532387.mp3	6156
common_voice_ru_42032286.mp3	2052
common_voice_ru_42032250.mp3	6660
common_voice_ru_41982055.mp3	6048
common_voice_ru_42631554.mp3	3060
common_voice_ru_42544255.mp3	6156
common_voice_ru_41973965.mp3	4572
common_voice_ru_41973175.mp3	5040
common_voice_ru_41973139.mp3	4968
common_voice_ru_42618655.mp3	8748
common_voice_ru_42032133.mp3	4104
common_voice_ru_42032305.mp3	5580
common_voice_ru_42003482.mp3	3600
common_voice_ru_41986381.mp3	2988
common_voice_ru_42628617.mp3	2880
common_voice_ru_42550175.mp3	5976
common_voice_ru_42473289.mp3	6588
common_voice_ru_41973143.mp3	6444
common_voice_ru_41976902.mp3	6084
common_voice_ru_42604921.mp3	5328
common_voice_ru_42558862.mp3	4860
common_voice_ru_42550191.mp3	7560
common_voice_ru_41982094.mp3	5328
common_voice_ru_41973259.mp3	4248
common_voice_ru_42550317.mp3	2988
common_voice_ru_42479597.mp3	4428
common_voice_ru_42032044.mp3	2880
common_voice_ru_42308890.mp3	3276
common_voice_ru_42544299.mp3	5040
common_voice_ru_42473307.mp3	7488
common_voice_ru_42631578.mp3	2268
common_voice_ru_42232950.mp3	3888
common_voice_ru_42479402.mp3	5868
common_voice_ru_42032588.mp3	6552
common_voice_ru_42479275.mp3	3528
common_voice_ru_42544325.mp3	7668
common_voice_ru_41983105.mp3	3528
common_voice_ru_42604924.mp3	6048
common_voice_ru_42479412.mp3	3348
common_voice_ru_42000565.mp3	3132
common_voice_ru_42506947.mp3	3528
common_voice_ru_42005524.mp3	4896
common_voice_ru_41973351.mp3	6948
common_voice_ru_42494893.mp3	6840
common_voice_ru_42558913.mp3	2916
common_voice_ru_42325316.mp3	5148
common_voice_ru_42631625.mp3	7308
common_voice_ru_41981270.mp3	4248
common_voice_ru_42327721.mp3	2520
common_voice_ru_41996949.mp3	3276
common_voice_ru_42479386.mp3	4068
common_voice_ru_41973267.mp3	5868
common_voice_ru_42558879.mp3	5220
common_voice_ru_41973368.mp3	2700
common_voice_ru_42000594.mp3	3852
common_voice_ru_42605011.mp3	5688
common_voice_ru_42513803.mp3	4068
common_voice_ru_41973308.mp3	2916
common_voice_ru_42002821.mp3	4968
common_voice_ru_42550367.mp3	4320
common_voice_ru_42199495.mp3	4500
common_voice_ru_42552080.mp3	3420
common_voice_ru_42550254.mp3	9108
common_voice_ru_42328155.mp3	8136
common_voice_ru_42558817.mp3	5040
common_voice_ru_42623263.mp3	3888
common_voice_ru_41973488.mp3	5400
common_voice_ru_42479750.mp3	5976
common_voice_ru_42528767.mp3	6696
common_voice_ru_42474993.mp3	6876
common_voice_ru_42197546.mp3	8748
common_voice_ru_41986481.mp3	4068
common_voice_ru_42558921.mp3	2376
common_voice_ru_41982168.mp3	4068
common_voice_ru_42550324.mp3	7560
common_voice_ru_41976953.mp3	3384
common_voice_ru_42227412.mp3	2880
common_voice_ru_42452394.mp3	3060
common_voice_ru_42488309.mp3	8928
common_voice_ru_41977095.mp3	5688
common_voice_ru_42031946.mp3	6660
common_voice_ru_42327493.mp3	6660
common_voice_ru_41977150.mp3	4464
common_voice_ru_42558884.mp3	6300
common_voice_ru_42415436.mp3	3600
common_voice_ru_42513805.mp3	6408
common_voice_ru_42522912.mp3	3888
common_voice_ru_42308889.mp3	4536
common_voice_ru_41976952.mp3	2844
common_voice_ru_42558616.mp3	5508
common_voice_ru_42579718.mp3	6840
common_voice_ru_42032025.mp3	2448
common_voice_ru_42479405.mp3	5220
common_voice_ru_42558692.mp3	3348
common_voice_ru_41982141.mp3	4464
common_voice_ru_41973232.mp3	3240
common_voice_ru_42634889.mp3	6516
common_voice_ru_42473319.mp3	3240
common_voice_ru_41941873.mp3	8028
common_voice_ru_42550279.mp3	5148
common_voice_ru_42479429.mp3	2340
common_voice_ru_41961935.mp3	5328
common_voice_ru_42550244.mp3	7740
common_voice_ru_42328169.mp3	2196
common_voice_ru_42452382.mp3	7416
common_voice_ru_42631594.mp3	2880
common_voice_ru_42308952.mp3	6480
common_voice_ru_42550172.mp3	12348
common_voice_ru_42628163.mp3	4896
common_voice_ru_41970657.mp3	4032
common_voice_ru_42558654.mp3	2988
common_voice_ru_42474994.mp3	3636
common_voice_ru_42429084.mp3	6120
common_voice_ru_42618658.mp3	6192
common_voice_ru_42197570.mp3	1728
common_voice_ru_41996948.mp3	3420
common_voice_ru_42550361.mp3	7740
common_voice_ru_42558640.mp3	5760
common_voice_ru_42558618.mp3	6948
common_voice_ru_41977158.mp3	4428
common_voice_ru_42550334.mp3	5580
common_voice_ru_41973215.mp3	5292
common_voice_ru_42032062.mp3	5688
common_voice_ru_41910949.mp3	7056
common_voice_ru_42002818.mp3	5040
common_voice_ru_42631567.mp3	5760
common_voice_ru_42619065.mp3	3528
common_voice_ru_42579717.mp3	2700
common_voice_ru_42327885.mp3	4428
common_voice_ru_41973385.mp3	4680
common_voice_ru_42550189.mp3	2916
common_voice_ru_42000566.mp3	5472
common_voice_ru_42000602.mp3	3168
common_voice_ru_42501161.mp3	6300
common_voice_ru_42680779.mp3	6300
common_voice_ru_42631626.mp3	1800
common_voice_ru_42544237.mp3	4536
common_voice_ru_42594812.mp3	10296
common_voice_ru_42032601.mp3	4248
common_voice_ru_42308923.mp3	3780
common_voice_ru_42558705.mp3	3456
common_voice_ru_41973395.mp3	4428
common_voice_ru_42000530.mp3	2484
common_voice_ru_42623294.mp3	6876
common_voice_ru_42415504.mp3	7488
common_voice_ru_42465055.mp3	6696
common_voice_ru_42414494.mp3	2520
common_voice_ru_42544222.mp3	4608
common_voice_ru_42415507.mp3	3816
common_voice_ru_42325275.mp3	3708
common_voice_ru_42075010.mp3	5220
common_voice_ru_42647364.mp3	8028
common_voice_ru_41910931.mp3	5832
common_voice_ru_42032011.mp3	4500
common_voice_ru_42325320.mp3	4320
common_voice_ru_41973245.mp3	7884
common_voice_ru_42198188.mp3	4680
common_voice_ru_42075012.mp3	5940
common_voice_ru_42604929.mp3	4248
common_voice_ru_42552063.mp3	5760
common_voice_ru_41973360.mp3	3924
common_voice_ru_42415463.mp3	4968
common_voice_ru_42628450.mp3	3708
common_voice_ru_42000465.mp3	5616
common_voice_ru_41977009.mp3	7308
common_voice_ru_42480864.mp3	4428
common_voice_ru_42467584.mp3	5580
common_voice_ru_41981208.mp3	7920
common_voice_ru_42506925.mp3	5940
common_voice_ru_41973192.mp3	5076
common_voice_ru_42031964.mp3	5400
common_voice_ru_42631599.mp3	2628
common_voice_ru_41973221.mp3	3312
common_voice_ru_42032532.mp3	2988
common_voice_ru_42308842.mp3	4320
common_voice_ru_42550271.mp3	9468
common_voice_ru_41977146.mp3	5724
common_voice_ru_42638650.mp3	7380
common_voice_ru_42197545.mp3	5436
common_voice_ru_41976926.mp3	3924
common_voice_ru_42415505.mp3	6300
common_voice_ru_42003497.mp3	7056
common_voice_ru_42467587.mp3	6156
common_voice_ru_42634934.mp3	5436
common_voice_ru_42415497.mp3	1980
common_voice_ru_42032211.mp3	6372
common_voice_ru_42415476.mp3	4788
common_voice_ru_41982131.mp3	2628
common_voice_ru_42327364.mp3	6336
common_voice_ru_42631604.mp3	4248
common_voice_ru_42631603.mp3	4716
common_voice_ru_41982137.mp3	4716
common_voice_ru_42000558.mp3	4536
common_voice_ru_42309091.mp3	5040
common_voice_ru_42479431.mp3	2916
common_voice_ru_42550258.mp3	7596
common_voice_ru_41976938.mp3	2952
common_voice_ru_42003491.mp3	5148
common_voice_ru_42198076.mp3	3636
common_voice_ru_42197563.mp3	10548
common_voice_ru_42495956.mp3	3096
common_voice_ru_42544342.mp3	9000
common_voice_ru_42506935.mp3	10476
common_voice_ru_42479423.mp3	2160
common_voice_ru_42479669.mp3	5688
common_voice_ru_41973407.mp3	5652
common_voice_ru_41977003.mp3	3708
common_voice_ru_41983108.mp3	5976
common_voice_ru_42479437.mp3	3240
common_voice_ru_42506928.mp3	4248
common_voice_ru_42000466.mp3	8640
common_voice_ru_41976919.mp3	4788
common_voice_ru_42558798.mp3	4248
common_voice_ru_42672014.mp3	1908
common_voice_ru_41976915.mp3	5292
common_voice_ru_42579625.mp3	7560
common_voice_ru_41976947.mp3	3348
common_voice_ru_41973279.mp3	4608
common_voice_ru_41982806.mp3	2988
common_voice_ru_42405536.mp3	3708
common_voice_ru_41977137.mp3	5436
common_voice_ru_42032318.mp3	3708
common_voice_ru_42550366.mp3	7128
common_voice_ru_42000652.mp3	4932
common_voice_ru_41986399.mp3	4356
common_voice_ru_41991358.mp3	6696
common_voice_ru_42197571.mp3	9468
common_voice_ru_42416459.mp3	5976
common_voice_ru_42000414.mp3	7380
common_voice_ru_42483395.mp3	8928
common_voice_ru_42544300.mp3	4428
common_voice_ru_42520819.mp3	2880
common_voice_ru_42000576.mp3	6696
common_voice_ru_41973137.mp3	6660
common_voice_ru_42005544.mp3	6228
common_voice_ru_42328174.mp3	3996
common_voice_ru_42628621.mp3	4860
common_voice_ru_41973518.mp3	6156
common_voice_ru_42558860.mp3	4536
common_voice_ru_42198479.mp3	3528
common_voice_ru_42325303.mp3	3888
common_voice_ru_42506927.mp3	8316
common_voice_ru_41973519.mp3	6372
common_voice_ru_42327886.mp3	3636
common_voice_ru_42197568.mp3	9288
common_voice_ru_42415467.mp3	6156
common_voice_ru_42628449.mp3	6516
common_voice_ru_42479306.mp3	2916
common_voice_ru_42550371.mp3	8676
common_voice_ru_42198429.mp3	3816
common_voice_ru_42003536.mp3	5688
common_voice_ru_41982091.mp3	5976
common_voice_ru_41976835.mp3	5256
common_voice_ru_41982089.mp3	3168
common_voice_ru_42031908.mp3	3780
common_voice_ru_42198105.mp3	3600
common_voice_ru_42550315.mp3	3348
common_voice_ru_42628374.mp3	8676
common_voice_ru_42558916.mp3	2088
common_voice_ru_42032091.mp3	3960
common_voice_ru_42558795.mp3	5796
common_voice_ru_42005529.mp3	3420
common_voice_ru_42558857.mp3	6948
common_voice_ru_42506946.mp3	7056
common_voice_ru_42031916.mp3	4572
common_voice_ru_41976906.mp3	2376
common_voice_ru_41977149.mp3	4176
common_voice_ru_42501145.mp3	6408
common_voice_ru_42550179.mp3	3600
common_voice_ru_42000599.mp3	4536
common_voice_ru_42550205.mp3	5040
common_voice_ru_42550331.mp3	7740
common_voice_ru_41977123.mp3	2268
common_voice_ru_41973273.mp3	4176
common_voice_ru_42032181.mp3	4572
common_voice_ru_42558615.mp3	4608
common_voice_ru_41977122.mp3	5256
common_voice_ru_42032572.mp3	6480
common_voice_ru_42628172.mp3	4176
common_voice_ru_42480873.mp3	9828
common_voice_ru_42473308.mp3	7920
common_voice_ru_42000378.mp3	6768
common_voice_ru_42479336.mp3	2988
common_voice_ru_41973217.mp3	4932
common_voice_ru_41977044.mp3	5184
common_voice_ru_42506911.mp3	2376
common_voice_ru_42429115.mp3	5976
common_voice_ru_41982128.mp3	3420
common_voice_ru_41973144.mp3	5292
common_voice_ru_42002880.mp3	5868
common_voice_ru_42520814.mp3	5436
common_voice_ru_42522914.mp3	4428
common_voice_ru_42506930.mp3	4860
common_voice_ru_42323800.mp3	6048
common_voice_ru_42604973.mp3	6948
common_voice_ru_42628164.mp3	9036
common_voice_ru_42558915.mp3	4356
common_voice_ru_42330291.mp3	6480
common_voice_ru_42479681.mp3	3888
common_voice_ru_42002790.mp3	10908
common_voice_ru_41973476.mp3	5292
common_voice_ru_42000624.mp3	4644
common_voice_ru_41910960.mp3	4536
common_voice_ru_41973272.mp3	5256
common_voice_ru_42003526.mp3	4140
common_voice_ru_42465061.mp3	3240
common_voice_ru_42467581.mp3	3960
common_voice_ru_41973202.mp3	4500
common_voice_ru_42506904.mp3	3168
common_voice_ru_41973230.mp3	6264
common_voice_ru_42631562.mp3	2988
common_voice_ru_42556137.mp3	4320
common_voice_ru_41973331.mp3	6120
common_voice_ru_42000651.mp3	2556
common_voice_ru_42003479.mp3	6048
common_voice_ru_42544274.mp3	3708
common_voice_ru_42031897.mp3	3456
common_voice_ru_42628265.mp3	6048
common_voice_ru_41981204.mp3	5508
common_voice_ru_41982123.mp3	4788
common_voice_ru_42032304.mp3	3132
common_voice_ru_42545628.mp3	4608
common_voice_ru_42544323.mp3	6120
common_voice_ru_42465048.mp3	4896
common_voice_ru_42479632.mp3	2016
common_voice_ru_41977147.mp3	5040
common_voice_ru_42031881.mp3	2700
common_voice_ru_42544345.mp3	3636
common_voice_ru_42685551.mp3	5868
common_voice_ru_42479395.mp3	3708
common_voice_ru_42544212.mp3	6480
common_voice_ru_41977124.mp3	3960
common_voice_ru_42479660.mp3	6048
common_voice_ru_41983097.mp3	3420
common_voice_ru_42558875.mp3	2700
common_voice_ru_42532401.mp3	5976
common_voice_ru_42553063.mp3	7668
common_voice_ru_42212696.mp3	4392
common_voice_ru_42197903.mp3	7488
common_voice_ru_42479723.mp3	5940
common_voice_ru_42479843.mp3	5040
common_voice_ru_42550309.mp3	7776
common_voice_ru_42647380.mp3	2556
common_voice_ru_42550382.mp3	7560
common_voice_ru_42522908.mp3	6696
common_voice_ru_41976978.mp3	6624
common_voice_ru_41981265.mp3	4716
common_voice_ru_42619063.mp3	6156
common_voice_ru_42550364.mp3	7308
common_voice_ru_42522909.mp3	4500
common_voice_ru_41976854.mp3	3456
common_voice_ru_42550388.mp3	8640
common_voice_ru_42479284.mp3	5148
common_voice_ru_41973499.mp3	2448
common_voice_ru_41996953.mp3	5220
common_voice_ru_42634913.mp3	6660
common_voice_ru_42032238.mp3	6300
common_voice_ru_41986384.mp3	3204
common_voice_ru_42212698.mp3	3960
common_voice_ru_42032104.mp3	3564
common_voice_ru_42000622.mp3	4140
common_voice_ru_42618639.mp3	5184
common_voice_ru_42327308.mp3	4320
common_voice_ru_41981237.mp3	8568
common_voice_ru_42479303.mp3	4500
common_voice_ru_41973330.mp3	4248
common_voice_ru_41982135.mp3	3600
common_voice_ru_42032563.mp3	5256
common_voice_ru_42227406.mp3	7776
common_voice_ru_42479795.mp3	7776
common_voice_ru_42552062.mp3	3276
common_voice_ru_42168151.mp3	2916
common_voice_ru_42550242.mp3	5400
common_voice_ru_42210108.mp3	3636
common_voice_ru_42327877.mp3	4896
common_voice_ru_41982161.mp3	4572
common_voice_ru_41976887.mp3	5364
common_voice_ru_42558861.mp3	2916
common_voice_ru_42479309.mp3	5976
common_voice_ru_42495943.mp3	2664
common_voice_ru_42479774.mp3	3600
common_voice_ru_42631559.mp3	5976
common_voice_ru_42549623.mp3	4320
common_voice_ru_42134247.mp3	3276
common_voice_ru_42619046.mp3	3168
common_voice_ru_42611715.mp3	4860
common_voice_ru_42134241.mp3	5040
common_voice_ru_42550264.mp3	7416
common_voice_ru_42032198.mp3	3960
common_voice_ru_42628124.mp3	2628
common_voice_ru_42000534.mp3	3240
common_voice_ru_42558898.mp3	4680
common_voice_ru_41961959.mp3	7740
common_voice_ru_42558911.mp3	6336
common_voice_ru_41973142.mp3	4068
common_voice_ru_42060492.mp3	3636
common_voice_ru_42005540.mp3	3348
common_voice_ru_42550225.mp3	9360
common_voice_ru_41910943.mp3	5472
common_voice_ru_41973480.mp3	3528
common_voice_ru_42416491.mp3	5256
common_voice_ru_42640786.mp3	13428
common_voice_ru_42550255.mp3	3456
common_voice_ru_41982147.mp3	7488
common_voice_ru_41976921.mp3	3168
common_voice_ru_41973234.mp3	5076
common_voice_ru_42473320.mp3	3420
common_voice_ru_41973146.mp3	3420
common_voice_ru_41973383.mp3	4068
common_voice_ru_42558826.mp3	6156
common_voice_ru_41977076.mp3	8172
common_voice_ru_42479433.mp3	6696
common_voice_ru_41996965.mp3	7380
common_voice_ru_42479825.mp3	5508
common_voice_ru_42198391.mp3	3816
common_voice_ru_41910941.mp3	7380
common_voice_ru_41981250.mp3	6408
common_voice_ru_42630832.mp3	6228
common_voice_ru_42327307.mp3	4140
common_voice_ru_42479283.mp3	4608
common_voice_ru_42415465.mp3	6840
common_voice_ru_42479351.mp3	6840
common_voice_ru_41973310.mp3	6516
common_voice_ru_42000644.mp3	4392
common_voice_ru_42550213.mp3	5400
common_voice_ru_42415450.mp3	1836
common_voice_ru_42031882.mp3	5148
common_voice_ru_41982090.mp3	4680
common_voice_ru_41983096.mp3	8100
common_voice_ru_41982122.mp3	7560
common_voice_ru_42479777.mp3	4716
common_voice_ru_41982103.mp3	8424
common_voice_ru_42579649.mp3	3708
common_voice_ru_41910944.mp3	4176
common_voice_ru_42647382.mp3	3780
common_voice_ru_41976905.mp3	5868
common_voice_ru_42689093.mp3	7596
common_voice_ru_42000633.mp3	5868
common_voice_ru_42479810.mp3	2700
common_voice_ru_41961934.mp3	5940
common_voice_ru_41910970.mp3	9036
common_voice_ru_42501162.mp3	2700
common_voice_ru_42550194.mp3	6768
common_voice_ru_42563602.mp3	7848
common_voice_ru_41982136.mp3	3636
common_voice_ru_42032501.mp3	5148
common_voice_ru_42003478.mp3	7020
common_voice_ru_42327310.mp3	5976
common_voice_ru_42003527.mp3	7488
common_voice_ru_42558807.mp3	4356
common_voice_ru_42032255.mp3	4896
common_voice_ru_42005538.mp3	7560
common_voice_ru_42522905.mp3	3636
common_voice_ru_42479611.mp3	6300
common_voice_ru_41973178.mp3	6156
common_voice_ru_42005537.mp3	5220
common_voice_ru_42558690.mp3	4680
common_voice_ru_42550180.mp3	6480
common_voice_ru_42197460.mp3	4356
common_voice_ru_42479827.mp3	4068
